symbol,ts_code,tencent_name,price_hkd,prev_close,latest_open,volume_shares,turnover_hkd,quote_time,pct_chg,latest_high,latest_low,total_mv_hkd,float_mv_hkd,tencent_pe,tencent_pb
06655,06655.HK,华新建材,11.93,12.04,12.04,5100.0,61135.0,2026/06/30 09:31:49,-0.91,12.04,11.93,8765210000.0,24802420000.0,7.85,0.91
06656,06656.HK,思格新能,361.4,363.8,0.0,0.0,0.0,2026/06/30 09:30:00,-0.66,0.0,0.0,51235080000.00001,89928220000.0,27.83,0.0
06657,06657.HK,百望股份,13.86,13.5,0.0,0.0,0.0,2026/06/30 09:31:21,2.67,0.0,0.0,3131070000.0,3131070000.0,-293.73,0.0
06660,06660.HK,艾美疫苗,1.68,1.68,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,852890000.0,2060630000.0,-2.76,0.0
06661,06661.HK,湖州燃气,4.995,4.995,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,263310000.00000003,1012560000.0,9.66,0.0
06663,06663.HK,国际永胜集团,0.32,0.32,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,256000000.0,256000000.0,61.7,0.0
06666,06666.HK,恒大物业,0.77,0.78,0.78,236000.0,181375.0,2026/06/30 09:31:54,-1.28,0.78,0.76,8324320000.0,8324320000.0,7.62,2.56
06667,06667.HK,美因基因,7.11,7.11,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1594630000.0,1594630000.0,53.3,0.0
06668,06668.HK,星盛商业,1.22,1.22,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1237710000.0,1237710000.0,7.84,0.0
06669,06669.HK,先瑞达医疗-B,8.28,8.28,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2594860000.0,2594860000.0,19.66,0.0
06676,06676.HK,找钢网-W,0.49,0.49,0.49,10000.0,4900.0,2026/06/30 09:30:13,0.0,0.49,0.49,431430000.0,524990000.0,-0.8,0.0
06677,06677.HK,远洋服务,0.33,0.33,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,390720000.0,390720000.0,-0.26,0.0
06680,06680.HK,金力永磁,16.1,16.12,16.13,177031.0,2863994.03,2026/06/30 09:32:01,-0.12,16.42,15.97,3779699999.9999995,22146990000.0,28.35,2.79
06681,06681.HK,脑动极光-B,1.82,1.8,1.84,1204000.0,2193450.0,2026/06/30 09:31:59,1.11,1.84,1.79,2472070000.0,2472070000.0,-7.09,2.78
06682,06682.HK,范式智能,24.92,24.78,25.3,95500.0,2383998.0,2026/06/30 09:32:03,0.56,25.3,24.58,8925550000.0,13881370000.000002,-477.34,2.91
06683,06683.HK,巨星传奇,4.14,4.15,4.15,18500.0,76765.0,2026/06/30 09:31:53,-0.24,4.16,4.15,3940200000.0,3940200000.0,-97.82,0.24
06686,06686.HK,诺亚控股,16.98,16.96,0.0,0.0,0.0,2026/06/30 09:31:57,0.12,0.0,0.0,5987280000.0,5987280000.0,9.68,0.0
06687,06687.HK,聚水潭,13.89,13.7,14.46,22800.0,322268.0,2026/06/30 09:31:33,1.39,14.46,13.78,5872710000.0,5872710000.0,-3.2,4.96
06690,06690.HK,海尔智家,20.32,20.32,20.26,618130.0,12518953.8,2026/06/30 09:31:46,0.0,20.38,20.12,57984889999.99999,190553430000.0,8.8,1.28
06693,06693.HK,赤峰黄金,22.56,23.58,22.52,173800.0,3917808.0,2026/06/30 09:32:03,-4.33,22.82,22.3,5335440000.0,42873280000.0,12.56,2.21
06696,06696.HK,多想云,2.94,2.94,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1975679999.9999998,1975679999.9999998,-9.86,0.0
06698,06698.HK,星空华文,0.9,0.9,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,358250000.0,358250000.0,-2.74,0.0
06699,06699.HK,时代天使,68.3,68.9,68.9,1200.0,82560.0,2026/06/30 09:31:55,-0.87,68.9,68.3,11672220000.0,11672220000.0,52.75,0.87
06805,06805.HK,金茂源环保,3.19,3.19,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3532260000.0,3532260000.0,23.67,0.0
06806,06806.HK,申万宏源,2.49,2.48,2.49,240800.0,600928.0,2026/06/30 09:31:58,0.4,2.51,2.49,6234960000.0,62349460000.0,5.92,0.81
06808,06808.HK,高鑫零售,0.95,0.94,0.95,167500.0,158090.0,2026/06/30 09:30:48,1.06,0.96,0.94,9063480000.0,9063480000.0,-25.09,2.13
06809,06809.HK,澜起科技,448.4,447.6,447.6,202200.0,90592230.0,2026/06/30 09:32:04,0.18,452.6,443.6,33976840000.0,548034490000.0,221.42,2.01
06810,06810.HK,商米科技-W,67.5,67.9,67.9,2700.0,182470.0,2026/06/30 09:31:55,-0.59,67.9,67.3,20522870000.0,27177310000.0,110.27,0.88
06811,06811.HK,太兴集团,1.07,1.07,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1039420000.0,1039420000.0,9.62,0.0
06812,06812.HK,永顺控股香港,0.29,0.29,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,174000000.0,174000000.0,-32.94,0.0
06816,06816.HK,瑞港建设,0.19,0.19,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,152000000.0,152000000.0,-1.07,0.0
06818,06818.HK,中国光大银行,3.01,2.98,3.0,520000.0,1561250.0,2026/06/30 09:32:03,1.01,3.02,2.99,38162990000.0,177847510000.0,4.14,1.01
06820,06820.HK,友谊时光,0.37,0.37,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,806910000.0000001,806910000.0000001,7.82,0.0
06821,06821.HK,凯莱英,121.5,123.7,124.4,16200.0,1988610.0,2026/06/30 09:32:03,-1.78,124.4,121.0,3381890000.0,43834890000.0,34.96,2.75
06822,06822.HK,科劲国际,0.395,0.395,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,276500000.0,276500000.0,-2.54,0.0
06826,06826.HK,昊海生物科技,15.87,15.48,15.56,3700.0,57617.0,2026/06/30 09:31:58,2.52,15.88,15.53,551960000.0,3631570000.0,13.07,2.26
06828,06828.HK,北京燃气蓝天,0.029,0.029,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,659350000.0,659350000.0,6.83,0.0
06829,06829.HK,龙升集团控股,2.1,2.1,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,604800000.0,604800000.0,66.96,0.0
06830,06830.HK,华众车载,0.21,0.21,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,371530000.0,371530000.0,9.33,0.0
06831,06831.HK,绿茶集团,5.91,5.87,6.26,31600.0,188028.0,2026/06/30 09:31:20,0.68,6.26,5.9,3891470000.0000005,3891470000.0000005,7.23,6.13
06833,06833.HK,兴科蓉医药,0.159,0.159,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,323230000.0,323230000.0,8.38,0.0
06838,06838.HK,盈利时,0.24,0.24,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,144000000.0,144000000.0,-2.34,0.0
06839,06839.HK,云南水务,0.093,0.093,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,33830000.0,110969999.99999999,-0.05,0.0
06855,06855.HK,亚盛医药,33.6,33.62,33.48,53500.0,1785566.0,2026/06/30 09:32:04,-0.06,33.86,33.0,12551470000.0,12551470000.0,-9.12,2.56
06858,06858.HK,本间高尔夫,2.87,2.87,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1738190000.0000002,1738190000.0000002,31.66,0.0
06860,06860.HK,指尖悦动,0.146,0.146,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,280040000.0,280040000.0,-7.16,0.0
06862,06862.HK,海底捞,11.09,11.09,11.09,259551.0,2865070.59,2026/06/30 09:32:03,0.0,11.12,10.97,61815660000.0,61815660000.0,13.79,1.35
06865,06865.HK,福莱特玻璃,6.31,6.12,6.01,237000.0,1491250.0,2026/06/30 09:32:00,3.1,6.39,6.01,2716600000.0,14712950000.0,13.55,6.21
06866,06866.HK,佐力科创,0.325,0.325,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,97500000.0,383500000.0,5.73,0.0
06868,06868.HK,天福,2.68,2.68,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2901930000.0,2901930000.0,21.38,0.0
06869,06869.HK,长飞光纤光缆,256.0,239.4,253.0,2309516.0,589203283.3,2026/06/30 09:32:04,6.93,258.0,250.6,107921100000.0,211943710000.0,235.25,3.09
06871,06871.HK,翼菲科技,21.42,21.0,21.42,2600.0,55724.0,2026/06/30 09:31:44,2.0,21.5,21.42,5246910000.0,5246910000.0,-30.99,0.38
06872,06872.HK,丹诺医药-B,230.4,235.0,235.0,850.0,197180.0,2026/06/30 09:31:57,-1.96,235.0,229.4,12056580000.0,12056580000.0,-71.06,2.38
06877,06877.HK,TE HEALTHCARE,0.105,0.105,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,213499999.99999997,213499999.99999997,-30.01,0.0
06878,06878.HK,鼎丰集团汽车,0.037,0.037,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,34760000.0,34760000.0,-0.01,0.0
06881,06881.HK,中国银河,7.39,7.33,7.34,268500.0,1979820.0,2026/06/30 09:32:03,0.82,7.42,7.32,27276380000.0,80805230000.0,5.83,1.36
06882,06882.HK,东瀛游,0.45,0.45,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,226100000.0,226100000.0,6.51,0.0
06883,06883.HK,颖通控股,2.03,2.03,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2756740000.0,2756740000.0,10.0,0.0
06885,06885.HK,金马能源,0.7,0.7,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,374790000.0,374790000.0,-0.64,0.0
06886,06886.HK,华泰证券,16.83,16.71,16.5,97200.0,1638084.0,2026/06/30 09:32:01,0.72,16.98,16.5,28931540000.0,151922120000.0,8.38,2.87
06887,06887.HK,东阳光药,35.36,35.36,35.48,4500.0,156518.0,2026/06/30 09:31:51,0.0,35.48,34.12,11330250000.0,20366600000.0,67.52,3.85
06888,06888.HK,英达公路再生科技,0.104,0.104,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,112220000.00000001,112220000.00000001,-2.01,0.0
06889,06889.HK,DYNAM JAPAN,2.79,2.79,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1929130000.0,1929130000.0,15.11,0.0
06890,06890.HK,康利国际控股,0.7,0.7,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,424380000.0,424380000.0,9.57,0.0
06893,06893.HK,衍生集团,0.18,0.18,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,196520000.0,196520000.0,-3.98,0.0
06896,06896.HK,金嗓子,3.04,3.04,3.04,20000.0,60800.0,2026/06/30 09:31:38,0.0,3.04,3.04,2247480000.0,2247480000.0,8.08,0.0
06898,06898.HK,中国铝罐,0.75,0.75,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,708040000.0,708040000.0,37.21,0.0
06899,06899.HK,联众,0.23,0.23,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,247890000.0,247890000.0,-2.57,0.0
06908,06908.HK,宏光半导体,0.39,0.39,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,457020000.0,457020000.0,-3.66,0.0
06909,06909.HK,百得利控股,0.25,0.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,155630000.0,155630000.0,44.94,0.0
06911,06911.HK,澜沧古茶,2.33,2.33,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,129319999.99999999,349500000.0,-3.47,0.0
06913,06913.HK,华南职业教育,0.139,0.139,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,185430000.0,185430000.0,-2.81,0.0
06918,06918.HK,奇士达,0.145,0.145,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,126790000.0,126790000.0,-1.38,0.0
06919,06919.HK,人瑞人才,3.85,3.85,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,603290000.0,603290000.0,6.22,0.0
06922,06922.HK,康沣生物-B,3.89,3.84,3.85,1000.0,3874.0,2026/06/30 09:31:50,1.3,3.89,3.85,579740000.0,951900000.0,-22.53,1.04
06928,06928.HK,万马控股,0.2,0.2,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,153000000.0,153000000.0,-6.82,0.0
06929,06929.HK,业聚医疗,3.95,3.95,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3270470000.0000005,3270470000.0000005,10.03,0.0
06933,06933.HK,新娱科控股,1.75,1.75,1.75,12000.0,21000.0,2026/06/30 09:30:50,0.0,1.75,1.75,749000000.0,749000000.0,-23.36,0.0
06936,06936.HK,顺丰控股,30.4,30.16,30.48,600.0,18232.0,2026/06/30 09:32:04,0.8,30.48,30.24,14138220000.000002,160040910000.0,13.0,0.8
06938,06938.HK,瑞博生物-B,45.76,45.76,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,7804590000.0,7804590000.0,-25.35,0.0
06939,06939.HK,美佳音控股,2.09,2.09,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1084190000.0,1084190000.0,-11.7,0.0
06955,06955.HK,博安生物,4.68,4.8,4.73,131400.0,618746.0,2026/06/30 09:31:58,-2.5,4.73,4.68,2912520000.0,2912520000.0,368.23,1.04
06958,06958.HK,正荣服务,0.092,0.092,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,95450000.0,95450000.0,-0.37,0.0
06959,06959.HK,长久股份,3.35,3.35,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,677240000.0,677240000.0,4.32,0.0
06960,06960.HK,双登股份,7.88,8.02,8.01,10500.0,83715.0,2026/06/30 09:32:04,-1.75,8.01,7.88,2699760000.0,3353799999.9999995,11.85,1.62
06963,06963.HK,阳光保险,3.46,3.41,3.47,1071500.0,3676875.0,2026/06/30 09:31:44,1.47,3.47,3.4,12036540000.0,39795270000.0,5.7,2.05
06966,06966.HK,中国万桐园,0.52,0.52,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,520000000.0,520000000.0,-39.86,0.0
06968,06968.HK,港龙中国地产,0.155,0.155,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,251379999.99999997,251379999.99999997,-0.18,0.0
06969,06969.HK,思摩尔国际,7.13,7.26,7.14,635462.0,4557953.0,2026/06/30 09:32:03,-1.79,7.28,7.13,44174700000.0,44174700000.0,37.51,2.07
06978,06978.HK,永泰生物-B,0.53,0.53,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,327280000.0,327280000.0,-1.28,0.0
06979,06979.HK,珍酒李渡,7.49,7.44,7.46,3600.0,26814.0,2026/06/30 09:31:54,0.67,7.49,7.44,25380790000.0,25380790000.0,42.57,0.67
06980,06980.HK,八马茶业,22.4,22.4,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1186910000.0,1904000000.0,7.74,0.0
06988,06988.HK,乐享集团,0.072,0.073,0.0,0.0,0.0,2026/06/30 09:30:06,-1.37,0.0,0.0,170780000.0,170780000.0,-1.05,0.0
06989,06989.HK,卓越商企服务,0.55,0.55,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,671190000.0,671190000.0,5.89,0.0
06990,06990.HK,科伦博泰生物,448.6,435.6,435.6,41532.0,18702939.2,2026/06/30 09:32:03,2.98,454.8,435.6,76703540000.0,104607230000.0,-247.36,4.41
06993,06993.HK,蓝月亮集团,2.99,2.99,2.99,22000.0,65670.0,2026/06/30 09:31:39,0.0,2.99,2.98,17338810000.0,17338810000.0,-52.71,0.33
06996,06996.HK,德琪医药-B,3.59,3.59,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2438490000.0,2438490000.0,-9.21,0.0
06998,06998.HK,亿腾嘉和,1.75,1.75,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3478860000.0000005,3478860000.0000005,7.87,0.0
06999,06999.HK,领地控股,0.117,0.117,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,120150000.0,120150000.0,-0.05,0.0
07489,07489.HK,岚图汽车,2.95,3.03,3.03,187000.0,556920.0,2026/06/30 09:30:55,-2.64,3.03,2.95,2611880000.0,10856000000.0,9.64,2.64
07618,07618.HK,京东工业,11.22,11.4,11.39,13800.0,155296.0,2026/06/30 09:32:03,-1.58,11.39,11.11,30479719999.999996,30479719999.999996,11.9,2.46
07630,07630.HK,英派药业-B,37.0,37.0,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,10451080000.0,10451080000.0,-31.9,0.0
07666,07666.HK,剂泰科技-P,14.59,14.6,14.6,9000.0,131395.0,2026/06/30 09:31:45,-0.07,14.6,14.59,15802580000.0,17255560000.0,-39.78,0.07
07688,07688.HK,拓璞数控,23.3,22.9,23.0,1100.0,25348.0,2026/06/30 09:31:57,1.75,23.24,23.0,8883650000.0,9764590000.0,2468.4,1.05
08003,08003.HK,世大控股,0.076,0.076,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,25250000.0,25250000.0,-2.99,0.0
08005,08005.HK,裕兴科技,0.071,0.071,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,176630000.0,176630000.0,-2.75,0.0
08006,08006.HK,华泰瑞银,0.104,0.104,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,38360000.0,38360000.0,-3.91,0.0
08007,08007.HK,环球战略集团,0.435,0.425,0.0,0.0,0.0,2026/06/30 09:30:00,2.35,0.0,0.0,98450000.0,98450000.0,-5.26,0.0
08013,08013.HK,ECI TECH,0.059,0.059,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,94400000.0,94400000.0,35.78,0.0
08017,08017.HK,捷利交易宝,0.91,0.91,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,643310000.0,643310000.0,10.8,0.0
08018,08018.HK,汇财金融投资,0.04,0.04,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,20170000.0,20170000.0,-1.57,0.0
08019,08019.HK,皓文控股,0.127,0.127,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,45220000.0,45220000.0,-44.06,0.0
08020,08020.HK,宏海控股集团,0.019,0.019,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,49650000.0,49650000.0,-2.33,0.0
08021,08021.HK,汇隆控股,0.165,0.165,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,118530000.0,118530000.0,-17.31,0.0
08023,08023.HK,邝文记,0.35,0.35,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,209110000.0,209110000.0,15.13,0.0
08026,08026.HK,朗华国际集团,0.28,0.28,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,429650000.0,429650000.0,45.46,0.0
08027,08027.HK,吉辉控股,0.133,0.133,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,31490000.0,31490000.0,4.0,0.0
08028,08028.HK,天时资源,0.129,0.129,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,65269999.99999999,65269999.99999999,5.92,0.0
08029,08029.HK,中投金融科技集团,0.59,0.59,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,165250000.0,165250000.0,-4.29,0.0
08030,08030.HK,丰银禾控股,1.29,1.3,1.29,4000.0,5160.0,2026/06/30 09:32:02,-0.77,1.29,1.29,450660000.0,450660000.0,8.57,0.0
08031,08031.HK,易通讯集团,0.325,0.325,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,115290000.0,115290000.0,-13.46,0.0
08033,08033.HK,爱达利网络,0.116,0.117,0.116,94000.0,10904.0,2026/06/30 09:30:00,-0.85,0.116,0.116,71470000.0,71470000.0,6.44,0.0
08035,08035.HK,骏高控股,0.055,0.055,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,33000000.0,33000000.0,-1.32,0.0
08036,08036.HK,电子交易集团,0.037,0.037,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,45510000.0,45510000.0,-12.21,0.0
08037,08037.HK,中国生物科技服务,0.435,0.435,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,424440000.0,424440000.0,-6.17,0.0
08039,08039.HK,中国来骑哦,0.151,0.151,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,74440000.0,74440000.0,-15.34,0.0
08040,08040.HK,快意智能,0.56,0.56,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,190400000.0,190400000.0,-29.73,0.0
08041,08041.HK,中微智码,0.485,0.49,0.0,0.0,0.0,2026/06/30 09:31:45,-1.02,0.0,0.0,397470000.0,397470000.0,-44.62,0.0
08042,08042.HK,高奥士人才集团,0.067,0.067,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,53600000.0,53600000.0,20.98,0.0
08043,08043.HK,ATLINKS,0.2,0.2,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,80000000.0,80000000.0,-18.48,0.0
08047,08047.HK,中国海洋发展,0.025,0.025,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,177090000.0,177090000.0,-4.73,0.0
08048,08048.HK,08048,0.018,0.018,0.0,0.0,0.0,2026/06/29 16:08:51,0.0,0.0,0.0,35060000.0,35060000.0,-4.89,0.0
08049,08049.HK,吉林长龙药业,2.3,2.3,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,396750000.0,1288580000.0,5.85,0.0
08050,08050.HK,城市酷选,1.62,1.62,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,439430000.00000006,439430000.00000006,-42.99,0.0
08051,08051.HK,讯智海,2.48,2.48,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,64580000.00000001,64580000.00000001,7.93,0.0
08052,08052.HK,陆庆娱乐,0.041,0.041,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,22480000.0,22480000.0,-2.4,0.0
08056,08056.HK,生活概念,0.25,0.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,28349999.999999996,28349999.999999996,0.57,0.0
08057,08057.HK,麦迪森控股,0.78,0.78,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,121510000.0,121510000.0,-6.92,0.0
08059,08059.HK,朝威控股,0.022,0.022,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,22230000.0,22230000.0,-1.44,0.0
08060,08060.HK,国联通信,0.092,0.092,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,30030000.0,30030000.0,11.37,0.0
08062,08062.HK,俊盟国际,0.25,0.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,120000000.0,120000000.0,21.39,0.0
08065,08065.HK,高萌科技,0.123,0.123,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,49810000.0,49810000.0,-4.37,0.0
08066,08066.HK,品创控股,0.295,0.295,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,195820000.0,195820000.0,15.69,0.0
08067,08067.HK,东方大学城控股,0.3,0.3,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,54000000.0,54000000.0,-0.87,0.0
08069,08069.HK,飞道旅游科技,0.365,0.365,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,14910000.000000002,14910000.000000002,-12.87,0.0
08070,08070.HK,侨洋国际控股,1.13,1.13,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,225999999.99999997,225999999.99999997,5.52,0.0
08071,08071.HK,中彩网通控股,0.013,0.013,0.0,0.0,0.0,2026/06/30 09:00:00,0.0,0.0,0.0,60920000.0,60920000.0,-12.29,0.0
08072,08072.HK,兰谷股份,0.355,0.355,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,59760000.0,59760000.0,-1.02,0.0
08073,08073.HK,水发兴业新材料,0.275,0.275,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,143000000.0,143000000.0,6.9,0.0
08076,08076.HK,新利软件,0.023,0.023,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,30300000.0,30300000.0,-2.27,0.0
08079,08079.HK,仍志集团控股,0.81,0.81,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,29680000.0,29680000.0,-8.57,0.0
08080,08080.HK,北亚策略,0.48,0.48,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,218160000.0,218160000.0,21.51,0.0
08081,08081.HK,白居易控股,0.012,0.012,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,61870000.0,61870000.0,-1.03,0.0
08082,08082.HK,擎华控股,0.022,0.022,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,58800000.0,58800000.0,-1.2,0.0
08087,08087.HK,中国三三集团,1.52,1.52,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,984960000.0,984960000.0,-43.02,0.0
08091,08091.HK,奥传思维控股,0.035,0.035,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,25200000.0,25200000.0,-10.56,0.0
08092,08092.HK,ITE HOLDINGS,0.04,0.04,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,37020000.0,37020000.0,18.93,0.0
08093,08093.HK,瓦普思瑞元宇宙,2.4,2.4,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,118750000.0,118750000.0,-5.85,0.0
08095,08095.HK,北大青鸟环宇,0.84,0.84,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,684150000.0,1272150000.0,6.92,0.0
08096,08096.HK,赏之味,0.127,0.127,0.0,40000.0,5040.0,2026/06/30 09:31:54,0.0,0.0,0.0,61120000.0,61120000.0,-10.06,0.0
08098,08098.HK,昌利控股,0.044,0.044,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,96800000.0,96800000.0,-4.19,0.0
08100,08100.HK,名科国际,0.21,0.21,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,93330000.0,93330000.0,-17.14,0.0
08103,08103.HK,HMVOD视频,0.134,0.134,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,17350000.0,17350000.0,1.37,0.0
08106,08106.HK,芯化兰德,0.26,0.26,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,81740000.0,145290000.0,120.73,0.0
08107,08107.HK,细叶榕科技,0.118,0.118,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,162030000.0,162030000.0,-4.07,0.0
08111,08111.HK,中国科技产业集团,0.074,0.074,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,34110000.0,34110000.0,-1.66,0.0
